Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
NueGo,Electric A/C Seater (2+2),10:00,14:35,04h 35m,309,4 Seats available,"3.6
255",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),12:00,16:45,04h 45m,309,12 Seats available,"3.2
269",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),14:00,18:45,04h 45m,309,20 Seats available,"3.7
275",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),15:00,19:45,04h 45m,309,22 Seats available,"3.5
215",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),15:15,19:30,04h 15m,INR 500,7 Seats available,3.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Falcon Tour And Travels,Volvo AC Seater (2+2),16:40,01:00,08h 20m,INR 699,39 Seats available,3.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),17:00,21:35,04h 35m,284,32 Seats available,"4.0
255",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
FlixBus,A/C Seater (2+2),17:00,22:15,05h 15m,INR 401,15 Seats available,"3.9
40",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),17:30,21:00,03h 30m,474,14 Seats available,"3.6
34",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),17:40,21:15,03h 35m,INR 500,19 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
KANAHAIYA TOUR & TRAVELS,A/C Seater (2+3),23:00,06:30,07h 30m,INR 3000,36 Seats available, ,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - RKD0039,Janrath AC Seater 2+2,21:00,05:00,08h 00m,INR 814,36 Seats available,"3.7
25",https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
UPSRTC - VKS0001,Janrath AC Seater 2+2,22:05,05:15,07h 10m,INR 830,36 Seats available,"3.4
8",https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
Rai Tour and Travels,AC Seater (2+2),14:20,19:30,05h 10m,INR 349,30 Seats available,"4.3
14",https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Allahabad to Azamgarh
Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,02:45,06h 45m,INR 699,20 Seats available,"4.4
103",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,03:50,08h 20m,INR 599,33 Seats available,"3.4
37",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
Samay Shatabdi Travels Pvt Ltd,NON A/C Sleeper (2+1),23:45,02:30,02h 45m,INR 549,30 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
SHRINET TOUR AND TRAVELS,A/C Seater (2+2),10:40,13:45,03h 05m,INR 500,25 Seats available,2.7,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Shivansh travels,A/C Seater / Sleeper (2+1),10:50,13:15,02h 25m,INR 399,15 Seats available,1.7,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
SHRINET TOUR AND TRAVELS,A/C Seater (2+2),12:30,15:10,02h 40m,INR 550,20 Seats available,2.7,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Shanvi travels,A/C Seater (2+2),14:32,17:45,03h 13m,INR 400,35 Seats available,"1.5
4",https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
RYS Travels,Bharat Benz A/C Seater / Sleeper (2+2),23:30,02:00,02h 30m,463,39 Seats available,1.8,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Gola Bus Service,VE A/C Seater / Sleeper (2+1),17:10,21:15,04h 05m,INR 1799,44 Seats available,4.4,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Shatabdi Travels Gorakhpur,AC Sleeper (2+1),23:46,03:31,03h 45m,INR 649,28 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,02:55,02h 56m,854,18 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Betrwanti Travels,NON A/C Sleeper (1+2),10:05,18:00,07h 55m,INR 1300,30 Seats available,2.4,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - BDV0464,Ordinary Non AC Seater 2+3,12:00,23:25,11h 25m,INR 655,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
UPSRTC - BDV0079,Janrath AC Seater 2+2,16:59,01:30,08h 31m,INR 948,36 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
UPSRTC - ALI0333,Janrath AC Seater 2+2,17:59,02:45,08h 46m,INR 948,36 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
UPSRTC - AWD0199,Pink Express AC Seater 2+2,20:02,04:00,07h 58m,INR 948,41 Seats available,"2.8
20",https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
UPSRTC - BDV0077,Janrath AC Seater 2+2,21:20,05:00,07h 40m,INR 948,34 Seats available,"4.4
6",https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
UPSRTC - ALI0171,Rajdhani Non AC Seater 2+3,21:30,08:20,10h 50m,INR 600,45 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
RSRTC - 155960,Express Non AC Seater 2+3,11:40,13:30,01h 50m,INR 129,42 Seats available,3.6,https://www.redbus.in/bus-tickets/aligarh-to-agra,Aligarh (uttar pradesh) to Agra
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),17:30,06:30,13h 00m,INR 699,15 Seats available,"4.5
143",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),18:15,05:50,11h 35m,1329,23 Seats available,"4.7
65",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
Mahalaxmi Travels,A/C Sleeper (2+1),17:00,06:30,13h 30m,INR 849,22 Seats available,"4.3
73",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:10,08:10,11h 00m,832,34 Seats available,"3.0
88",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),21:35,08:00,10h 25m,INR 1599,32 Seats available,"3.5
7",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar
RSRTC - 193674,Express Non AC Seater 2+3,19:40,22:00,02h 20m,INR 130,42 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Jai Shrinath Ji Ki ® Travels,Bharat Benz A/C Sleeper (2+1),18:30,21:05,02h 35m,INR 400,30 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Babu Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,21:15,02h 30m,INR 700,31 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),18:30,21:30,03h 00m,INR 549,21 Seats available,2.9,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),19:00,22:00,03h 00m,INR 600,23 Seats available,"2.9
8",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
BTS Bundelkhand Transport Services LLP,Non A/C Seater / Sleeper (2+1),21:45,23:55,02h 10m,INR 200,36 Seats available,"2.7
7",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Shivansh travels,A/C Sleeper (2+1),22:30,23:50,25h 20m,INR 799,30 Seats available,1.7,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),15:00,18:15,03h 15m,855,26 Seats available,"4.8
4",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),15:30,19:00,03h 30m,INR 1200,24 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),16:30,19:30,03h 00m,INR 1200,24 Seats available,3.2,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),13:00,18:15,05h 15m,INR 699,24 Seats available,2.4,https://www.redbus.in/bus-tickets/lucknow-to-aligarh,Lucknow to Aligarh (uttar pradesh)
ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),13:00,18:15,05h 15m,INR 699,23 Seats available,2.4,https://www.redbus.in/bus-tickets/lucknow-to-aligarh,Lucknow to Aligarh (uttar pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00,03:30,05h 30m,INR 670,51 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00,02:30,05h 30m,INR 670,45 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,04:00,08h 30m,INR 520,51 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40,04:00,07h 20m,INR 600,48 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
ROYAL SAFARI INDIA TRAVELS,NON AC Seater / Sleeper 2+1,18:00,23:15,05h 15m,INR 499,31 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-kotdwar,Delhi to Kotdwar (Uttarakhand)
ROYAL SAFARI INDIA TRAVELS,NON AC Seater / Sleeper 2+1,22:30,05:00,06h 30m,INR 499,29 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-kotdwar,Delhi to Kotdwar (Uttarakhand)
Vanshika Tour and Travels,NON A/C Seater (2+2),17:40,21:30,03h 50m,INR 200,43 Seats available, ,https://www.redbus.in/bus-tickets/allahabad-to-varanasi,Allahabad to Varanasi
Siddharth Holidays,AC Seater (2+2),18:05,20:30,02h 25m,INR 500,22 Seats available,"1.7
5",https://www.redbus.in/bus-tickets/allahabad-to-varanasi,Allahabad to Varanasi
Shri mahavir tour and travels,A/C Seater / Sleeper (2+1),10:04,13:24,03h 20m,INR 800,36 Seats available,4.2,https://www.redbus.in/bus-tickets/allahabad-to-varanasi,Allahabad to Varanasi
Dhariwal Travels,A/C Sleeper (2+1),10:20,12:55,02h 35m,INR 1610,36 Seats available,3.1,https://www.redbus.in/bus-tickets/allahabad-to-varanasi,Allahabad to Varanasi
Travel Point World LLP,A/C Seater / Sleeper (2+2),15:00,16:30,01h 30m,2034,31 Seats available,1.6,https://www.redbus.in/bus-tickets/allahabad-to-varanasi,Allahabad to Varanasi
Travel Point World LLP,AC Sleeper (2+1),19:15,20:45,01h 30m,3040,24 Seats available,1.6,https://www.redbus.in/bus-tickets/allahabad-to-varanasi,Allahabad to Varanasi
Blueworld tourist private limited,A/C Seater / Sleeper (2+1),11:50,13:51,02h 01m,INR 499,22 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Blueworld tourist private limited,AC Seater (2+2),12:30,14:31,02h 01m,INR 499,37 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Fasttrack Travels,A/C Seater/Sleeper (2+1),21:30,02:15,04h 45m,494,30 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:00,02:25,04h 25m,INR 499,40 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,02:15,04h 00m,INR 799,33 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:15,02:40,04h 25m,INR 449,34 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:25,02:45,04h 20m,INR 449,39 Seats available,"4.8
8",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),22:30,01:50,03h 20m,494,24 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),22:45,01:10,02h 25m,INR 550,34 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:00,03:00,04h 00m,INR 445,32 Seats available,"4.0
18",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Vanshika Tour and Travels,NON A/C Seater (2+2),10:50,14:00,03h 10m,INR 200,43 Seats available, ,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Mishra Travels,NON A/C Seater (2+2),13:30,17:00,03h 30m,INR 220,25 Seats available,New,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Comfort Tour and Travels,NON A/C Seater Push Back (2+2),15:00,18:00,03h 00m,INR 499,26 Seats available,2.2,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Vanshika Tour and Travels,NON A/C Seater (2+2),16:55,21:00,04h 05m,INR 200,43 Seats available,New,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Shri mahavir tour and travels,AC Sleeper (2+1),14:05,17:00,02h 55m,INR 1200,33 Seats available,4.2,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Shri mahavir tour and travels,AC Sleeper (2+1),15:00,17:49,02h 49m,INR 3000,32 Seats available,4.2,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Hans Travels (I) Private Limited,A/C Sleeper (2+1),15:30,18:45,03h 15m,INR 1600,25 Seats available,3.2,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Sanjay Travels,AC Sleeper (2+1),15:30,18:45,03h 15m,INR 1800,18 Seats available,3.7,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),16:00,19:15,03h 15m,950,42 Seats available,4.0,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Goyal Travels,A/C Seater / Sleeper (2+1),16:00,18:35,02h 35m,INR 750,28 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Yolo Bus,A/C Sleeper (2+1),22:19,04:04,05h 45m,INR 550,18 Seats available,"4.2
16",https://www.redbus.in/bus-tickets/lucknow-to-jaunpur,Lucknow to Jaunpur
RSRTC - 155959,Express Non AC Seater 2+3,12:00,18:10,06h 10m,INR 463,42 Seats available,"1.0
6",https://www.redbus.in/bus-tickets/aligarh-to-haridwar,Aligarh (uttar pradesh) to Haridwar
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:59,04:30,04h 31m,INR 699,28 Seats available,"2.7
16",https://www.redbus.in/bus-tickets/aligarh-to-haridwar,Aligarh (uttar pradesh) to Haridwar
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:45,05:55,07h 10m,INR 799,23 Seats available,"4.2
64",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
Ashok Tour And Travels,AC Seater (2+2),16:00,19:30,03h 30m,INR 549,30 Seats available,"4.3
32",https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Ashok Tour And Travels,AC Seater (2+2),13:30,16:45,03h 15m,INR 549,21 Seats available,"4.1
10",https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Ashok Tour And Travels,AC Seater (2+2),17:30,20:45,03h 15m,INR 549,26 Seats available,"3.9
6",https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Bhanupriya Express,A/C Seater (2+1),13:55,18:45,04h 50m,INR 400,29 Seats available,"2.8
15",https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Aarohi Travels,AC Seater (2+2),15:00,18:30,03h 30m,INR 500,40 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Ashok Tour And Travels,A/C Seater (2+1),19:30,22:45,03h 15m,INR 549,16 Seats available,"2.4
8",https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Aarohi Travels,Non AC Seater (2+2),17:00,21:00,04h 00m,INR 400,40 Seats available,2.9,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Aditya Bus Service,Non AC Seater (2+2),15:00,19:40,04h 40m,INR 450,41 Seats available,2.5,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Aditya Bus Service,Non AC Seater (2+2),15:00,19:40,04h 40m,INR 399,29 Seats available,2.5,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Shiv Ganga,A/C Seater Push Back (2+2),15:30,19:20,03h 50m,INR 799,33 Seats available,1.3,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
KANAHAIYA TOUR & TRAVELS,A/C Seater (2+3),23:00,04:00,05h 00m,INR 3000,36 Seats available, ,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+2),18:35,01:21,06h 46m,INR 1150,56 Seats available,4.3,https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),21:30,01:45,04h 15m,978,27 Seats available,"4.8
5",https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
Vinay Travels,VE A/C Seater / Sleeper (2+1),23:00,02:00,03h 00m,1391,44 Seats available,2.9,https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
HIGHWAY STAR TRAVEL & CARGO,A/C Seater/Sleeper (2+1),19:15,00:15,05h 00m,924,31 Seats available,3.1,https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),17:30,21:00,03h 30m,INR 600,25 Seats available,"3.8
11",https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,22:00,02h 00m,INR 500,20 Seats available,3.8,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
Shatabdi Travels Gorakhpur,AC Sleeper (2+1),21:01,23:31,02h 30m,INR 649,27 Seats available,3.9,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,22:45,03h 15m,INR 599,37 Seats available,"1.5
4",https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),18:30,21:30,03h 00m,INR 840,45 Seats available,"3.4
4",https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
KANAHAIYA TOUR & TRAVELS,A/C Seater (2+3),19:00,23:00,04h 00m,INR 3000,50 Seats available, ,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
Baba Travels Mathura,VE A/C Sleeper (2+1),20:00,06:00,10h 00m,INR 1000,20 Seats available,"4.6
74",https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:00,04:30,08h 30m,INR 699,26 Seats available,"3.5
116",https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),22:50,05:50,07h 00m,1329,24 Seats available,"4.8
9",https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),21:20,06:30,09h 10m,INR 699,15 Seats available,"4.1
17",https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),23:30,06:20,06h 50m,899,24 Seats available,"2.4
4",https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
Mahalaxmi Travels,A/C Sleeper (2+1),22:15,06:30,08h 15m,INR 849,22 Seats available,"2.7
5",https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
Samay Shatabdi Travels Pvt Ltd,A/C Sleeper (2+1),23:59,06:38,06h 39m,INR 799,10 Seats available,3.8,https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),23:30,06:35,07h 05m,INR 799,23 Seats available,3.8,https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:59,07:30,07h 31m,INR 699,25 Seats available,"3.7
35",https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
Shrinath Travels Gwalior,NON A/C Sleeper (2+1),23:30,08:00,08h 30m,INR 700,22 Seats available,"3.9
19",https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:45,05h 46m,854,13 Seats available,"4.1
72",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
Shatabdi Travels Gorakhpur,AC Sleeper (2+1),23:46,05:48,06h 02m,INR 649,27 Seats available,"3.4
24",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:00,01:15,04h 15m,INR 700,23 Seats available,"2.5
5",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
Shanvi travels,A/C Seater (2+2),14:32,20:40,06h 08m,INR 480,35 Seats available,"3.2
8",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
Panwar Travels,A/C Seater / Sleeper (2+1),21:30,02:55,05h 25m,INR 2500,32 Seats available,"3.7
4",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
Samay Shatabdi Travels Pvt Ltd,NON A/C Sleeper (2+1),23:45,05:00,05h 15m,INR 549,28 Seats available,"2.5
21",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
SHRINET TOUR AND TRAVELS,A/C Seater (2+2),10:40,16:00,05h 20m,INR 500,25 Seats available,"2.4
7",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),21:30,03:30,06h 00m,INR 840,45 Seats available,"2.2
15",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
SHRINET TOUR AND TRAVELS,A/C Seater (2+2),12:40,17:50,05h 10m,INR 500,19 Seats available,"2.4
11",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
RYS Travels,Bharat Benz A/C Seater / Sleeper (2+2),23:30,05:00,05h 30m,463,27 Seats available,"2.0
7",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:25,05:05,06h 40m,INR 449,37 Seats available,"4.6
457",https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),22:30,05:15,06h 45m,494,24 Seats available,"4.3
387",https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:00,05:00,06h 00m,607,33 Seats available,"4.3
335",https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,VE A/C Sleeper (2+1),23:30,05:15,05h 45m,664,25 Seats available,"4.4
152",https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:00,05:00,07h 00m,INR 499,37 Seats available,"4.3
201",https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
