Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:50,08:30,10h 40m,570,22 Seats available,"4.6
602",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:45,05:30,10h 45m,585,10 Seats available,"4.6
180",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,08:30,10h 45m,570,22 Seats available,"4.7
285",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:00,07:30,10h 30m,630,20 Seats available,"4.8
161",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,06:45,07h 45m,495,15 Seats available,"4.9
107",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,06:40,07h 15m,522,13 Seats available,"4.7
297",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,06:30,07h 00m,617,41 Seats available,"4.6
162",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:55,06:40,07h 45m,492,17 Seats available,"4.5
85",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,06:05,06h 10m,495,35 Seats available,"3.8
53",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,04:40,06h 10m,529,27 Seats available,"3.2
27",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00,09:00,14h 00m,INR 766,37 Seats available,"3.6
9",https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 155,Himsuta AC Seater Volvo/Scania 2+2,21:00,06:10,09h 10m,INR 963,35 Seats available,"3.7
102",https://www.redbus.in/bus-tickets/manali-to-shimla,Manali to Shimla
HRTC - 718,Ordinary 3+2 Non AC Seater,21:30,04:30,07h 00m,INR 583,39 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/manali-to-shimla,Manali to Shimla
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,06:00,10h 55m,630,5 Seats available,"4.7
500",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:50,05:30,10h 40m,INR 700,19 Seats available,"4.7
369",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50,07:30,10h 40m,522,16 Seats available,"4.5
394",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,06:15,10h 40m,INR 600,17 Seats available,"4.5
313",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),19:30,06:00,10h 30m,INR 650,11 Seats available,"4.4
332",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:20,06:00,10h 40m,540,8 Seats available,"4.3
460",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,06:30,09h 20m,600,20 Seats available,"4.4
212",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,05:15,10h 30m,INR 600,8 Seats available,"3.5
186",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,05:30,11h 15m,584,7 Seats available,"4.4
292",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:05,06:40,10h 35m,INR 650,25 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Metahills holidays,Scania A/C Semi Sleeper (2+2),21:21,05:50,08h 29m,1169,26 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Metahills holidays,Scania A/C Semi Sleeper (2+2),21:21,05:50,08h 29m,942,31 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,06:00,07h 35m,463,30 Seats available,"3.7
48",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,04:15,05h 25m,523,16 Seats available,"4.6
62",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:00,05:00,06h 00m,740,29 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:15,04:25,05h 10m,483,31 Seats available,"4.8
105",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,05:15,05h 30m,INR 573,41 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,07:00,07h 15m,516,41 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),23:50,05:50,06h 00m,INR 849,31 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),23:55,06:10,06h 15m,799,30 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,01:00,05h 50m,540,17 Seats available,"4.6
40",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,04h 20m,629,27 Seats available,"4.6
45",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,01:00,05h 15m,585,12 Seats available,"5.0
9",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,01:05,04h 55m,535,15 Seats available,"4.8
21",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:10,01:15,05h 05m,INR 500,16 Seats available,4.4,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,01:30,05h 10m,INR 570,9 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:30,01:10,04h 40m,INR 700,19 Seats available,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,01:50,05h 20m,523,26 Seats available,"4.8
7",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,01:45,05h 15m,630,5 Seats available,4.7,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:45,02:00,05h 15m,INR 450,26 Seats available,"4.5
12",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),17:50,23:59,06h 09m,INR 700,11 Seats available,4.1,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:20,01:35,07h 15m,INR 420,19 Seats available,3.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:20,23:55,05h 35m,606,31 Seats available,3.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:40,00:40,06h 00m,514,16 Seats available,"3.5
12",https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),18:45,02:00,07h 15m,INR 949,45 Seats available,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:45,00:30,05h 45m,INR 499,11 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),18:50,02:15,07h 25m,INR 949,35 Seats available,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),19:10,01:10,06h 00m,INR 627,1 Seat available,4.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),19:45,01:40,05h 55m,514,3 Seats available,"4.9
8",https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,01:55,05h 50m,470,25 Seats available,"4.5
11",https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,05:50,10h 20m,INR 650,30 Seats available,"4.8
335",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:30,06:45,10h 15m,540,29 Seats available,"4.8
319",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:50,07:05,10h 15m,INR 650,29 Seats available,"4.8
319",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:15,07:30,10h 15m,540,16 Seats available,"4.7
231",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,08:30,10h 30m,569,29 Seats available,"4.7
228",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,569,31 Seats available,"4.6
213",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:45,06:15,10h 30m,585,19 Seats available,"4.6
122",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,05:00,08h 30m,495,28 Seats available,"3.5
114",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,05:10,10h 10m,540,5 Seats available,"4.8
211",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,05:20,09h 15m,470,30 Seats available,"4.7
233",https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,01:15,07h 00m,494,8 Seats available,"4.5
82",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,01:00,06h 15m,INR 600,8 Seats available,"3.0
15",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:50,01:10,06h 20m,INR 700,19 Seats available,"4.5
49",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,01:45,06h 40m,630,5 Seats available,"4.3
17",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:20,01:50,06h 30m,495,34 Seats available,"4.7
70",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),19:30,02:05,06h 35m,INR 650,11 Seats available,"4.2
14",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,01:30,05h 55m,INR 600,19 Seats available,"4.8
12",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:05,03:10,07h 05m,INR 650,25 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50,03:20,06h 30m,INR 449,19 Seats available,"4.4
106",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,02:30,05h 20m,600,23 Seats available,"4.2
8",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00,23:30,04h 30m,INR 240,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 137,Ordinary 3+2 Non AC Seater,19:30,00:10,04h 40m,INR 242,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1510,Ordinary 3+2 Non AC Seater,20:00,00:30,04h 30m,INR 240,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1729,Ordinary 3+2 Non AC Seater,20:20,01:30,05h 10m,INR 242,34 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,04:50,05h 00m,759,34 Seats available,"4.8
15",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:10,05h 15m,570,7 Seats available,"4.4
105",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05:10,05h 15m,INR 499,15 Seats available,"4.6
32",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),NON A/C Semi Sleeper (2+2),23:55,05:30,05h 35m,INR 999,29 Seats available,2.4,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,06:00,06h 01m,494,19 Seats available,"1.5
7",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,07:15,09h 45m,INR 332,39 Seats available,"2.5
8",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,06:00,07h 15m,INR 332,35 Seats available,"4.1
26",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20,06:00,06h 40m,INR 632,26 Seats available,"4.1
91",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,05:30,09h 45m,585,12 Seats available,"4.9
243",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10,06:30,09h 20m,INR 490,23 Seats available,"4.8
288",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,05:45,09h 25m,INR 570,9 Seats available,"4.7
364",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,08:30,10h 00m,570,25 Seats available,"4.8
194",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,05:30,10h 20m,630,15 Seats available,"4.7
299",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:30,05:30,09h 00m,INR 700,18 Seats available,"4.8
138",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),22:15,07:30,09h 15m,630,20 Seats available,"4.8
123",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,06:30,08h 45m,523,29 Seats available,"4.7
177",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:45,06:20,09h 35m,523,26 Seats available,"4.6
236",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,06:00,09h 30m,630,5 Seats available,"4.8
77",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,06:40,07h 10m,INR 650,25 Seats available,4.5,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,04:10,08h 56m,INR 575,35 Seats available,"4.9
7",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 549,A/C Executive (2+3),19:25,06:45,11h 20m,INR 701,42 Seats available,"3.5
20",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,07:10,10h 55m,INR 575,36 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,06:40,10h 05m,INR 1078,24 Seats available,"4.4
50",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
